client_id	path	sentence	up_votes	down_votes	age	gender	accent	locale	segment
626920fa672f85ec0f2fc274891246fd1a28539c9ddb628638e3bc8a3890636984324683f9aced1fda79caaa072eee57873d73b4c4eac9ec7a2aedab8cba45a9	common_voice_cs_23895666.mp3	sedm	2	1				cs	Benchmark
c109388fda3eddae11175dc85cb2092b39e0e0ca80393a2d7c2d6a0141902c1e3f7446156ec1e310d79b12c34ea16f47b38f6250dbc9ef651ed9c874a27b073b	common_voice_cs_27155476.mp3	dva	2	0				cs	Benchmark
c13090930e032e63f7927829f7749a2c9f9164c924452ab86650db9a9bb4557202a0f78d5884c0ae4d0759e7a6278ec192a7500013f4dbb2d87895bf55197dc2	common_voice_cs_23924962.mp3	osm	2	0				cs	Benchmark
c13090930e032e63f7927829f7749a2c9f9164c924452ab86650db9a9bb4557202a0f78d5884c0ae4d0759e7a6278ec192a7500013f4dbb2d87895bf55197dc2	common_voice_cs_23924963.mp3	ano	2	0				cs	Benchmark
e1c14738fd2f7b374c263522968abe34090fecb53549d2eb23cd7df1af966b0cf8f1c6a91c16594651bb5b3632ba1edecf623140fd818328262013c2ef7a950f	common_voice_cs_25224517.mp3	ne	2	0	thirties	male		cs	Benchmark
e1c14738fd2f7b374c263522968abe34090fecb53549d2eb23cd7df1af966b0cf8f1c6a91c16594651bb5b3632ba1edecf623140fd818328262013c2ef7a950f	common_voice_cs_25224547.mp3	sedm	2	0	thirties	male		cs	Benchmark
7f824e55a24324335731a27ee375619a5450d191b43f2f80efa2a8df54d0a38842167b7330a08cb2edbe27b515674770290701e9d1c3134b588df2a872560712	common_voice_cs_25053097.mp3	jedna	2	0	teens	male		cs	Benchmark
7f824e55a24324335731a27ee375619a5450d191b43f2f80efa2a8df54d0a38842167b7330a08cb2edbe27b515674770290701e9d1c3134b588df2a872560712	common_voice_cs_25053102.mp3	ano	2	0	teens	male		cs	Benchmark
7f824e55a24324335731a27ee375619a5450d191b43f2f80efa2a8df54d0a38842167b7330a08cb2edbe27b515674770290701e9d1c3134b588df2a872560712	common_voice_cs_25053106.mp3	tři	2	0	teens	male		cs	Benchmark
40f4c120c81d6d4c919b8060bb5db3289d12524f0b26246d6aa9a2753c08c5f07456c9f3d61ce5cf8ab6768db1f572b494f357090044a94159a14bf4ca2805c4	common_voice_cs_25997140.mp3	sedm	2	1				cs	Benchmark
40f4c120c81d6d4c919b8060bb5db3289d12524f0b26246d6aa9a2753c08c5f07456c9f3d61ce5cf8ab6768db1f572b494f357090044a94159a14bf4ca2805c4	common_voice_cs_25997142.mp3	šest	2	1				cs	Benchmark
40f4c120c81d6d4c919b8060bb5db3289d12524f0b26246d6aa9a2753c08c5f07456c9f3d61ce5cf8ab6768db1f572b494f357090044a94159a14bf4ca2805c4	common_voice_cs_25997143.mp3	nula	2	1				cs	Benchmark
40f4c120c81d6d4c919b8060bb5db3289d12524f0b26246d6aa9a2753c08c5f07456c9f3d61ce5cf8ab6768db1f572b494f357090044a94159a14bf4ca2805c4	common_voice_cs_25997144.mp3	jedna	2	0				cs	Benchmark
02f58f31667ccdd1277c54fd09a6949cd961d62be3ce9ec78ea35a320c269816313865d27db0900a1731a3573037351f73ac993f6b7feaf120f8b6a978734955	common_voice_cs_25230073.mp3	pět	2	0				cs	Benchmark
02f58f31667ccdd1277c54fd09a6949cd961d62be3ce9ec78ea35a320c269816313865d27db0900a1731a3573037351f73ac993f6b7feaf120f8b6a978734955	common_voice_cs_25230074.mp3	devět	2	0				cs	Benchmark
02f58f31667ccdd1277c54fd09a6949cd961d62be3ce9ec78ea35a320c269816313865d27db0900a1731a3573037351f73ac993f6b7feaf120f8b6a978734955	common_voice_cs_25230075.mp3	nula	2	0				cs	Benchmark
02f58f31667ccdd1277c54fd09a6949cd961d62be3ce9ec78ea35a320c269816313865d27db0900a1731a3573037351f73ac993f6b7feaf120f8b6a978734955	common_voice_cs_25230076.mp3	šest	2	0				cs	Benchmark
02f58f31667ccdd1277c54fd09a6949cd961d62be3ce9ec78ea35a320c269816313865d27db0900a1731a3573037351f73ac993f6b7feaf120f8b6a978734955	common_voice_cs_25230077.mp3	ano	2	0				cs	Benchmark
033e7a73a436b3c0964f0173445ccee800eea2070fe6fa9006d52d89373cdea574422e3d48ac15358c5427d255cc12997a704eed2a0981beb1ad1385e7504672	common_voice_cs_25114825.mp3	ano	2	0				cs	Benchmark
033e7a73a436b3c0964f0173445ccee800eea2070fe6fa9006d52d89373cdea574422e3d48ac15358c5427d255cc12997a704eed2a0981beb1ad1385e7504672	common_voice_cs_25114829.mp3	pět	2	1				cs	Benchmark
033e7a73a436b3c0964f0173445ccee800eea2070fe6fa9006d52d89373cdea574422e3d48ac15358c5427d255cc12997a704eed2a0981beb1ad1385e7504672	common_voice_cs_25114830.mp3	ne	2	1				cs	Benchmark
033e7a73a436b3c0964f0173445ccee800eea2070fe6fa9006d52d89373cdea574422e3d48ac15358c5427d255cc12997a704eed2a0981beb1ad1385e7504672	common_voice_cs_25114832.mp3	čtyři	2	0				cs	Benchmark
033e7a73a436b3c0964f0173445ccee800eea2070fe6fa9006d52d89373cdea574422e3d48ac15358c5427d255cc12997a704eed2a0981beb1ad1385e7504672	common_voice_cs_25114833.mp3	devět	2	0				cs	Benchmark
061e5c913417f9ac192743f247ea32b92c5c8a9d55b21ef283dc774680a0b0ce438eaa79f1b8caf900399cf8c69972362089ffa785434b62615e8c37b4c45553	common_voice_cs_23886541.mp3	ano	2	0				cs	Benchmark
061e5c913417f9ac192743f247ea32b92c5c8a9d55b21ef283dc774680a0b0ce438eaa79f1b8caf900399cf8c69972362089ffa785434b62615e8c37b4c45553	common_voice_cs_23886542.mp3	nula	2	0				cs	Benchmark
061e5c913417f9ac192743f247ea32b92c5c8a9d55b21ef283dc774680a0b0ce438eaa79f1b8caf900399cf8c69972362089ffa785434b62615e8c37b4c45553	common_voice_cs_23886543.mp3	čtyři	2	0				cs	Benchmark
061e5c913417f9ac192743f247ea32b92c5c8a9d55b21ef283dc774680a0b0ce438eaa79f1b8caf900399cf8c69972362089ffa785434b62615e8c37b4c45553	common_voice_cs_23886544.mp3	dva	2	0				cs	Benchmark
061e5c913417f9ac192743f247ea32b92c5c8a9d55b21ef283dc774680a0b0ce438eaa79f1b8caf900399cf8c69972362089ffa785434b62615e8c37b4c45553	common_voice_cs_23886545.mp3	šest	2	0				cs	Benchmark
17067d68ea5fcab7236778c2945708ccb5e12f0fe88440968069f6229ec81e1e379e16d726e0df6373994e631684d5079284d4f0c821f8cdc9bbd15d5384c53a	common_voice_cs_24787690.mp3	devět	2	0				cs	Benchmark
17067d68ea5fcab7236778c2945708ccb5e12f0fe88440968069f6229ec81e1e379e16d726e0df6373994e631684d5079284d4f0c821f8cdc9bbd15d5384c53a	common_voice_cs_24787691.mp3	osm	2	0				cs	Benchmark
17067d68ea5fcab7236778c2945708ccb5e12f0fe88440968069f6229ec81e1e379e16d726e0df6373994e631684d5079284d4f0c821f8cdc9bbd15d5384c53a	common_voice_cs_24787692.mp3	sedm	2	0				cs	Benchmark
17067d68ea5fcab7236778c2945708ccb5e12f0fe88440968069f6229ec81e1e379e16d726e0df6373994e631684d5079284d4f0c821f8cdc9bbd15d5384c53a	common_voice_cs_24787693.mp3	tři	2	0				cs	Benchmark
17067d68ea5fcab7236778c2945708ccb5e12f0fe88440968069f6229ec81e1e379e16d726e0df6373994e631684d5079284d4f0c821f8cdc9bbd15d5384c53a	common_voice_cs_24787694.mp3	šest	2	0				cs	Benchmark
17832c55429135309ca3581af8cc08a9c0d4fe1ebb06c6a7684ad3b89ee172358a7926aac1ebce5330feab028618316d6ab663f71a68524673faf79192fa15b0	common_voice_cs_25116123.mp3	ne	2	1				cs	Benchmark
17832c55429135309ca3581af8cc08a9c0d4fe1ebb06c6a7684ad3b89ee172358a7926aac1ebce5330feab028618316d6ab663f71a68524673faf79192fa15b0	common_voice_cs_25116124.mp3	pět	2	0				cs	Benchmark
17832c55429135309ca3581af8cc08a9c0d4fe1ebb06c6a7684ad3b89ee172358a7926aac1ebce5330feab028618316d6ab663f71a68524673faf79192fa15b0	common_voice_cs_25116125.mp3	nula	2	0				cs	Benchmark
17832c55429135309ca3581af8cc08a9c0d4fe1ebb06c6a7684ad3b89ee172358a7926aac1ebce5330feab028618316d6ab663f71a68524673faf79192fa15b0	common_voice_cs_25116126.mp3	tři	2	0				cs	Benchmark
17832c55429135309ca3581af8cc08a9c0d4fe1ebb06c6a7684ad3b89ee172358a7926aac1ebce5330feab028618316d6ab663f71a68524673faf79192fa15b0	common_voice_cs_25116127.mp3	šest	2	0				cs	Benchmark
1c637859c1a0249e728e96dd10bce062e0a236e6f673f48df94a6a99459cba5895609307f71cfffce1fe054cfd5ce8fc85c8cb7e8d9fb78ea760c4cd29cf696b	common_voice_cs_26540064.mp3	šest	3	0				cs	Benchmark
1c637859c1a0249e728e96dd10bce062e0a236e6f673f48df94a6a99459cba5895609307f71cfffce1fe054cfd5ce8fc85c8cb7e8d9fb78ea760c4cd29cf696b	common_voice_cs_26540065.mp3	jedna	3	0				cs	Benchmark
1c637859c1a0249e728e96dd10bce062e0a236e6f673f48df94a6a99459cba5895609307f71cfffce1fe054cfd5ce8fc85c8cb7e8d9fb78ea760c4cd29cf696b	common_voice_cs_26540066.mp3	devět	3	0				cs	Benchmark
1c637859c1a0249e728e96dd10bce062e0a236e6f673f48df94a6a99459cba5895609307f71cfffce1fe054cfd5ce8fc85c8cb7e8d9fb78ea760c4cd29cf696b	common_voice_cs_26540067.mp3	ne	3	0				cs	Benchmark
1c637859c1a0249e728e96dd10bce062e0a236e6f673f48df94a6a99459cba5895609307f71cfffce1fe054cfd5ce8fc85c8cb7e8d9fb78ea760c4cd29cf696b	common_voice_cs_26540068.mp3	sedm	3	0				cs	Benchmark
212b32108acb6a942b12fb9da55ade875422330d859bdcbd2ae5a46edb0b7536ac17818b61dba12bdea1c1f9e0a745e013bfd3e62e0283a7c5e7a64529cb0775	common_voice_cs_25233646.mp3	ano	2	1				cs	Benchmark
212b32108acb6a942b12fb9da55ade875422330d859bdcbd2ae5a46edb0b7536ac17818b61dba12bdea1c1f9e0a745e013bfd3e62e0283a7c5e7a64529cb0775	common_voice_cs_25233647.mp3	jedna	2	0				cs	Benchmark
212b32108acb6a942b12fb9da55ade875422330d859bdcbd2ae5a46edb0b7536ac17818b61dba12bdea1c1f9e0a745e013bfd3e62e0283a7c5e7a64529cb0775	common_voice_cs_25233648.mp3	osm	2	0				cs	Benchmark
212b32108acb6a942b12fb9da55ade875422330d859bdcbd2ae5a46edb0b7536ac17818b61dba12bdea1c1f9e0a745e013bfd3e62e0283a7c5e7a64529cb0775	common_voice_cs_25233649.mp3	ne	2	0				cs	Benchmark
212b32108acb6a942b12fb9da55ade875422330d859bdcbd2ae5a46edb0b7536ac17818b61dba12bdea1c1f9e0a745e013bfd3e62e0283a7c5e7a64529cb0775	common_voice_cs_25233650.mp3	nula	2	0				cs	Benchmark
24d5d83737abec82c41692245040730978dd45b53ab62148414ec0a8b902192a6732485c3d1a030ca39d799bf4e994e8609d69b50d3f57b567f09269504e4122	common_voice_cs_23896798.mp3	šest	2	0				cs	Benchmark
24d5d83737abec82c41692245040730978dd45b53ab62148414ec0a8b902192a6732485c3d1a030ca39d799bf4e994e8609d69b50d3f57b567f09269504e4122	common_voice_cs_23896799.mp3	čtyři	2	0				cs	Benchmark
24d5d83737abec82c41692245040730978dd45b53ab62148414ec0a8b902192a6732485c3d1a030ca39d799bf4e994e8609d69b50d3f57b567f09269504e4122	common_voice_cs_23896800.mp3	pět	2	0				cs	Benchmark
24d5d83737abec82c41692245040730978dd45b53ab62148414ec0a8b902192a6732485c3d1a030ca39d799bf4e994e8609d69b50d3f57b567f09269504e4122	common_voice_cs_23896801.mp3	ano	2	0				cs	Benchmark
24d5d83737abec82c41692245040730978dd45b53ab62148414ec0a8b902192a6732485c3d1a030ca39d799bf4e994e8609d69b50d3f57b567f09269504e4122	common_voice_cs_23896802.mp3	ne	2	0				cs	Benchmark
28012c0b8babf7ef11087149fab34434b6c5e78871f512732eebd94e445e38337fc5a06dea83365f750e310d2455958b25e8ec97c6678d9803e17c16b6c3673d	common_voice_cs_23896728.mp3	jedna	2	0				cs	Benchmark
28012c0b8babf7ef11087149fab34434b6c5e78871f512732eebd94e445e38337fc5a06dea83365f750e310d2455958b25e8ec97c6678d9803e17c16b6c3673d	common_voice_cs_23896729.mp3	ano	2	0				cs	Benchmark
28012c0b8babf7ef11087149fab34434b6c5e78871f512732eebd94e445e38337fc5a06dea83365f750e310d2455958b25e8ec97c6678d9803e17c16b6c3673d	common_voice_cs_23896730.mp3	pět	2	0				cs	Benchmark
28012c0b8babf7ef11087149fab34434b6c5e78871f512732eebd94e445e38337fc5a06dea83365f750e310d2455958b25e8ec97c6678d9803e17c16b6c3673d	common_voice_cs_23896731.mp3	sedm	2	0				cs	Benchmark
28012c0b8babf7ef11087149fab34434b6c5e78871f512732eebd94e445e38337fc5a06dea83365f750e310d2455958b25e8ec97c6678d9803e17c16b6c3673d	common_voice_cs_23896732.mp3	tři	2	0				cs	Benchmark
302f6b2a4aeca5a29789f90c8134079b2f8db78c13f2000698c9c40e9f11dc13ce529586d89b47b4054b016407af4f29998bd2fe17b8256fbecf50288f25f979	common_voice_cs_24256858.mp3	šest	2	0				cs	Benchmark
302f6b2a4aeca5a29789f90c8134079b2f8db78c13f2000698c9c40e9f11dc13ce529586d89b47b4054b016407af4f29998bd2fe17b8256fbecf50288f25f979	common_voice_cs_24256859.mp3	sedm	2	0				cs	Benchmark
302f6b2a4aeca5a29789f90c8134079b2f8db78c13f2000698c9c40e9f11dc13ce529586d89b47b4054b016407af4f29998bd2fe17b8256fbecf50288f25f979	common_voice_cs_24256860.mp3	čtyři	2	0				cs	Benchmark
302f6b2a4aeca5a29789f90c8134079b2f8db78c13f2000698c9c40e9f11dc13ce529586d89b47b4054b016407af4f29998bd2fe17b8256fbecf50288f25f979	common_voice_cs_24256861.mp3	ano	2	0				cs	Benchmark
302f6b2a4aeca5a29789f90c8134079b2f8db78c13f2000698c9c40e9f11dc13ce529586d89b47b4054b016407af4f29998bd2fe17b8256fbecf50288f25f979	common_voice_cs_24256862.mp3	osm	2	0				cs	Benchmark
40ac0e1a71b5b00752c7f6b20b7216b8d75c84e798ede3c60a93bc1b82561439c061fd8cff781b5bf6b15da9427b09462fb5d5bc0531b5e89924e8b34424f432	common_voice_cs_27112013.mp3	šest	2	0	thirties	male		cs	Benchmark
40ac0e1a71b5b00752c7f6b20b7216b8d75c84e798ede3c60a93bc1b82561439c061fd8cff781b5bf6b15da9427b09462fb5d5bc0531b5e89924e8b34424f432	common_voice_cs_27112014.mp3	ne	2	0	thirties	male		cs	Benchmark
40ac0e1a71b5b00752c7f6b20b7216b8d75c84e798ede3c60a93bc1b82561439c061fd8cff781b5bf6b15da9427b09462fb5d5bc0531b5e89924e8b34424f432	common_voice_cs_27112016.mp3	ano	2	0	thirties	male		cs	Benchmark
40ac0e1a71b5b00752c7f6b20b7216b8d75c84e798ede3c60a93bc1b82561439c061fd8cff781b5bf6b15da9427b09462fb5d5bc0531b5e89924e8b34424f432	common_voice_cs_27112017.mp3	čtyři	2	0	thirties	male		cs	Benchmark
40ac0e1a71b5b00752c7f6b20b7216b8d75c84e798ede3c60a93bc1b82561439c061fd8cff781b5bf6b15da9427b09462fb5d5bc0531b5e89924e8b34424f432	common_voice_cs_27112019.mp3	sedm	2	0	thirties	male		cs	Benchmark
40f5c273fa08c1a462773a237a1d783f67e687cdd2e03823cfaddbeb7162b66caf6fbbd84c5d01268d4bbaccd18011adc4eff6214ae19c4defbe0b10030b50a2	common_voice_cs_25221461.mp3	jedna	2	0				cs	Benchmark
40f5c273fa08c1a462773a237a1d783f67e687cdd2e03823cfaddbeb7162b66caf6fbbd84c5d01268d4bbaccd18011adc4eff6214ae19c4defbe0b10030b50a2	common_voice_cs_25221462.mp3	pět	2	0				cs	Benchmark
40f5c273fa08c1a462773a237a1d783f67e687cdd2e03823cfaddbeb7162b66caf6fbbd84c5d01268d4bbaccd18011adc4eff6214ae19c4defbe0b10030b50a2	common_voice_cs_25221463.mp3	sedm	2	0				cs	Benchmark
40f5c273fa08c1a462773a237a1d783f67e687cdd2e03823cfaddbeb7162b66caf6fbbd84c5d01268d4bbaccd18011adc4eff6214ae19c4defbe0b10030b50a2	common_voice_cs_25221465.mp3	dva	2	0				cs	Benchmark
40f5c273fa08c1a462773a237a1d783f67e687cdd2e03823cfaddbeb7162b66caf6fbbd84c5d01268d4bbaccd18011adc4eff6214ae19c4defbe0b10030b50a2	common_voice_cs_25221466.mp3	šest	2	0				cs	Benchmark
452c673f6ebed3ab2c16fa30c597b6d409b5585dced0669d45702bafe10bee2f5e6c8b7c30dd4b7f6a850e652076e4080524d0bdbef53249c5759cd59a0b0418	common_voice_cs_23913218.mp3	nula	2	0				cs	Benchmark
452c673f6ebed3ab2c16fa30c597b6d409b5585dced0669d45702bafe10bee2f5e6c8b7c30dd4b7f6a850e652076e4080524d0bdbef53249c5759cd59a0b0418	common_voice_cs_23913219.mp3	devět	2	0				cs	Benchmark
452c673f6ebed3ab2c16fa30c597b6d409b5585dced0669d45702bafe10bee2f5e6c8b7c30dd4b7f6a850e652076e4080524d0bdbef53249c5759cd59a0b0418	common_voice_cs_23913220.mp3	pět	2	0				cs	Benchmark
452c673f6ebed3ab2c16fa30c597b6d409b5585dced0669d45702bafe10bee2f5e6c8b7c30dd4b7f6a850e652076e4080524d0bdbef53249c5759cd59a0b0418	common_voice_cs_23913221.mp3	sedm	2	0				cs	Benchmark
452c673f6ebed3ab2c16fa30c597b6d409b5585dced0669d45702bafe10bee2f5e6c8b7c30dd4b7f6a850e652076e4080524d0bdbef53249c5759cd59a0b0418	common_voice_cs_23913222.mp3	dva	2	0				cs	Benchmark
57ee9fe0af6534936a5b63c46ba4268e4c4eb374dc3821f3130421c2e6f5aa903e86693c98ea6c8da4d296939e361d0b13e4ffd53db04cf59d132abc0a540151	common_voice_cs_25952080.mp3	devět	2	0				cs	Benchmark
57ee9fe0af6534936a5b63c46ba4268e4c4eb374dc3821f3130421c2e6f5aa903e86693c98ea6c8da4d296939e361d0b13e4ffd53db04cf59d132abc0a540151	common_voice_cs_25952081.mp3	jedna	2	0				cs	Benchmark
57ee9fe0af6534936a5b63c46ba4268e4c4eb374dc3821f3130421c2e6f5aa903e86693c98ea6c8da4d296939e361d0b13e4ffd53db04cf59d132abc0a540151	common_voice_cs_25952082.mp3	ne	2	0				cs	Benchmark
57ee9fe0af6534936a5b63c46ba4268e4c4eb374dc3821f3130421c2e6f5aa903e86693c98ea6c8da4d296939e361d0b13e4ffd53db04cf59d132abc0a540151	common_voice_cs_25952083.mp3	pět	2	0				cs	Benchmark
57ee9fe0af6534936a5b63c46ba4268e4c4eb374dc3821f3130421c2e6f5aa903e86693c98ea6c8da4d296939e361d0b13e4ffd53db04cf59d132abc0a540151	common_voice_cs_25952084.mp3	nula	2	0				cs	Benchmark
5ad1e3364789644aa648e159ef14bc6dc5c7aa5a4863a7c1134a6b0bcb2f3face302ac6dfcb4b98ea2ee924f0e2e5ad0c3babd2cd0ecfb0ad12e587fb750a573	common_voice_cs_27308649.mp3	sedm	3	0				cs	Benchmark
5ad1e3364789644aa648e159ef14bc6dc5c7aa5a4863a7c1134a6b0bcb2f3face302ac6dfcb4b98ea2ee924f0e2e5ad0c3babd2cd0ecfb0ad12e587fb750a573	common_voice_cs_27308651.mp3	šest	2	0				cs	Benchmark
5ad1e3364789644aa648e159ef14bc6dc5c7aa5a4863a7c1134a6b0bcb2f3face302ac6dfcb4b98ea2ee924f0e2e5ad0c3babd2cd0ecfb0ad12e587fb750a573	common_voice_cs_27308652.mp3	devět	2	0				cs	Benchmark
5ad1e3364789644aa648e159ef14bc6dc5c7aa5a4863a7c1134a6b0bcb2f3face302ac6dfcb4b98ea2ee924f0e2e5ad0c3babd2cd0ecfb0ad12e587fb750a573	common_voice_cs_27308653.mp3	tři	2	0				cs	Benchmark
5ad1e3364789644aa648e159ef14bc6dc5c7aa5a4863a7c1134a6b0bcb2f3face302ac6dfcb4b98ea2ee924f0e2e5ad0c3babd2cd0ecfb0ad12e587fb750a573	common_voice_cs_27308654.mp3	osm	2	0				cs	Benchmark
62d2cbe56b54eec45427d1bb013a2bbf8f75b2217d95c4e7f767bc6c519aef4aa297d1e93509e2b9bc9e33562f406dd19699a6e9a7afe9051a9cdb65f95469d0	common_voice_cs_25727450.mp3	sedm	2	0				cs	Benchmark
62d2cbe56b54eec45427d1bb013a2bbf8f75b2217d95c4e7f767bc6c519aef4aa297d1e93509e2b9bc9e33562f406dd19699a6e9a7afe9051a9cdb65f95469d0	common_voice_cs_25727451.mp3	dva	2	0				cs	Benchmark
62d2cbe56b54eec45427d1bb013a2bbf8f75b2217d95c4e7f767bc6c519aef4aa297d1e93509e2b9bc9e33562f406dd19699a6e9a7afe9051a9cdb65f95469d0	common_voice_cs_25727452.mp3	šest	2	0				cs	Benchmark
62d2cbe56b54eec45427d1bb013a2bbf8f75b2217d95c4e7f767bc6c519aef4aa297d1e93509e2b9bc9e33562f406dd19699a6e9a7afe9051a9cdb65f95469d0	common_voice_cs_25727454.mp3	nula	2	0				cs	Benchmark
62d2cbe56b54eec45427d1bb013a2bbf8f75b2217d95c4e7f767bc6c519aef4aa297d1e93509e2b9bc9e33562f406dd19699a6e9a7afe9051a9cdb65f95469d0	common_voice_cs_25727456.mp3	čtyři	2	0				cs	Benchmark
72879a44a92c5f3ff98e4b608367d8c8b5fa48d4e3c0c40fe4b97eb60dddd8635ac0c0183b72dcdc5c3813047711059fefb1a35f99b6933c9b40df25faafda27	common_voice_cs_27282579.mp3	jedna	2	0				cs	Benchmark
72879a44a92c5f3ff98e4b608367d8c8b5fa48d4e3c0c40fe4b97eb60dddd8635ac0c0183b72dcdc5c3813047711059fefb1a35f99b6933c9b40df25faafda27	common_voice_cs_27282580.mp3	nula	2	0				cs	Benchmark
72879a44a92c5f3ff98e4b608367d8c8b5fa48d4e3c0c40fe4b97eb60dddd8635ac0c0183b72dcdc5c3813047711059fefb1a35f99b6933c9b40df25faafda27	common_voice_cs_27282581.mp3	osm	2	0				cs	Benchmark
72879a44a92c5f3ff98e4b608367d8c8b5fa48d4e3c0c40fe4b97eb60dddd8635ac0c0183b72dcdc5c3813047711059fefb1a35f99b6933c9b40df25faafda27	common_voice_cs_27282582.mp3	ne	2	0				cs	Benchmark
