client_id	path	sentence	up_votes	down_votes	age	gender	accent	locale	segment
472862187de96b265e8f84c2f867c22b2b43eef7c24aeb210b5a009bf2dd807e2a7cf4ee492d524570baba673763211ff80a7b9c86d743afc7a6132b9ca61bd7	common_voice_ca_22260989.mp3	cinc	2	1				ca	Benchmark
472862187de96b265e8f84c2f867c22b2b43eef7c24aeb210b5a009bf2dd807e2a7cf4ee492d524570baba673763211ff80a7b9c86d743afc7a6132b9ca61bd7	common_voice_ca_22260991.mp3	tres	2	0				ca	Benchmark
472862187de96b265e8f84c2f867c22b2b43eef7c24aeb210b5a009bf2dd807e2a7cf4ee492d524570baba673763211ff80a7b9c86d743afc7a6132b9ca61bd7	common_voice_ca_22260995.mp3	sí	2	1				ca	Benchmark
472862187de96b265e8f84c2f867c22b2b43eef7c24aeb210b5a009bf2dd807e2a7cf4ee492d524570baba673763211ff80a7b9c86d743afc7a6132b9ca61bd7	common_voice_ca_22260996.mp3	vuit	2	0				ca	Benchmark
472862187de96b265e8f84c2f867c22b2b43eef7c24aeb210b5a009bf2dd807e2a7cf4ee492d524570baba673763211ff80a7b9c86d743afc7a6132b9ca61bd7	common_voice_ca_22260997.mp3	zero	2	0				ca	Benchmark
472862187de96b265e8f84c2f867c22b2b43eef7c24aeb210b5a009bf2dd807e2a7cf4ee492d524570baba673763211ff80a7b9c86d743afc7a6132b9ca61bd7	common_voice_ca_22260999.mp3	nou	2	1				ca	Benchmark
472862187de96b265e8f84c2f867c22b2b43eef7c24aeb210b5a009bf2dd807e2a7cf4ee492d524570baba673763211ff80a7b9c86d743afc7a6132b9ca61bd7	common_voice_ca_22261001.mp3	no	2	0				ca	Benchmark
472862187de96b265e8f84c2f867c22b2b43eef7c24aeb210b5a009bf2dd807e2a7cf4ee492d524570baba673763211ff80a7b9c86d743afc7a6132b9ca61bd7	common_voice_ca_22261003.mp3	u	2	0				ca	Benchmark
472862187de96b265e8f84c2f867c22b2b43eef7c24aeb210b5a009bf2dd807e2a7cf4ee492d524570baba673763211ff80a7b9c86d743afc7a6132b9ca61bd7	common_voice_ca_22261004.mp3	sis	2	0				ca	Benchmark
472862187de96b265e8f84c2f867c22b2b43eef7c24aeb210b5a009bf2dd807e2a7cf4ee492d524570baba673763211ff80a7b9c86d743afc7a6132b9ca61bd7	common_voice_ca_22261006.mp3	Ei	2	0				ca	Benchmark
472862187de96b265e8f84c2f867c22b2b43eef7c24aeb210b5a009bf2dd807e2a7cf4ee492d524570baba673763211ff80a7b9c86d743afc7a6132b9ca61bd7	common_voice_ca_22261060.mp3	quatre	2	0				ca	Benchmark
