client_id	path	sentence	up_votes	down_votes	age	gender	accent	locale	segment
305a7f590105a354716c96cb1d737e486e30692f94fc0b2f52385a0b3c55e2273f496b9982574f0157592dd7c7c5422ce753d51ab63b2c98cc84c43ebe0d5d24	common_voice_cv_25011911.mp3	вуннӑ	2	0	teens	female		cv	Benchmark
305a7f590105a354716c96cb1d737e486e30692f94fc0b2f52385a0b3c55e2273f496b9982574f0157592dd7c7c5422ce753d51ab63b2c98cc84c43ebe0d5d24	common_voice_cv_25011912.mp3	виҫҫӗ	2	0	teens	female		cv	Benchmark
305a7f590105a354716c96cb1d737e486e30692f94fc0b2f52385a0b3c55e2273f496b9982574f0157592dd7c7c5422ce753d51ab63b2c98cc84c43ebe0d5d24	common_voice_cv_25011913.mp3	тӑваттӑ	2	1	teens	female		cv	Benchmark
305a7f590105a354716c96cb1d737e486e30692f94fc0b2f52385a0b3c55e2273f496b9982574f0157592dd7c7c5422ce753d51ab63b2c98cc84c43ebe0d5d24	common_voice_cv_25011914.mp3	ҫук	2	0	teens	female		cv	Benchmark
305a7f590105a354716c96cb1d737e486e30692f94fc0b2f52385a0b3c55e2273f496b9982574f0157592dd7c7c5422ce753d51ab63b2c98cc84c43ebe0d5d24	common_voice_cv_25011916.mp3	ҫиччӗ	2	0	teens	female		cv	Benchmark
305a7f590105a354716c96cb1d737e486e30692f94fc0b2f52385a0b3c55e2273f496b9982574f0157592dd7c7c5422ce753d51ab63b2c98cc84c43ebe0d5d24	common_voice_cv_25011917.mp3	тӑххӑр	2	0	teens	female		cv	Benchmark
305a7f590105a354716c96cb1d737e486e30692f94fc0b2f52385a0b3c55e2273f496b9982574f0157592dd7c7c5422ce753d51ab63b2c98cc84c43ebe0d5d24	common_voice_cv_25011918.mp3	пӗрре	2	0	teens	female		cv	Benchmark
305a7f590105a354716c96cb1d737e486e30692f94fc0b2f52385a0b3c55e2273f496b9982574f0157592dd7c7c5422ce753d51ab63b2c98cc84c43ebe0d5d24	common_voice_cv_25011919.mp3	саккӑр	2	0	teens	female		cv	Benchmark
305a7f590105a354716c96cb1d737e486e30692f94fc0b2f52385a0b3c55e2273f496b9982574f0157592dd7c7c5422ce753d51ab63b2c98cc84c43ebe0d5d24	common_voice_cv_25011920.mp3	пиллӗк	2	0	teens	female		cv	Benchmark
305a7f590105a354716c96cb1d737e486e30692f94fc0b2f52385a0b3c55e2273f496b9982574f0157592dd7c7c5422ce753d51ab63b2c98cc84c43ebe0d5d24	common_voice_cv_25011942.mp3	ҫапла	2	0	teens	female		cv	Benchmark
